,agemid,low95,median,up95,,,,,
1,42,0.000222266,0.003164446,0.015340455,,0.01,0.1,0.47,(prop per month)
2,47,0.000222266,0.003164446,0.015340455,,,,,
3,53,0.000222266,0.003164446,0.015340455,,,,,
4,59,0.000222266,0.003164446,0.015340455,,,,,
5,85,0.000222266,0.003164446,0.015340455,,,,,
6,96,0.000222266,0.003164446,0.015340455,,,,,
7,97,0.000222266,0.003164446,0.015340455,,,,,
8,109,0.000222266,0.003164446,0.015340455,,,,,
9,140,0.000222266,0.003164446,0.015340455,,,,,
10,146,0.000222266,0.003164446,0.015340455,,,,,
11,157,0.000222266,0.003164446,0.015340455,,,,,
12,159,0.000222266,0.003164446,0.015340455,,,,,
13,205,0.000222266,0.003164446,0.015340455,,,,,
14,214,0.000222266,0.003164446,0.015340455,,,,,
15,216,0.000222266,0.003164446,0.015340455,,,,,
16,224,0.000222266,0.003164446,0.015340455,,,,,
17,256,0.000222266,0.003164446,0.015340455,,,,,
18,266,0.000222266,0.003164446,0.015340455,,,,,
19,271,0.000222266,0.003164446,0.015340455,,,,,
20,276,0.000222266,0.003164446,0.015340455,,,,,
21,328,0.000222266,0.003164446,0.015340455,,,,,
22,336,0.000222266,0.003164446,0.015340455,,,,,
23,338,0.000222266,0.003164446,0.015340455,,,,,
24,340,0.000222266,0.003164446,0.015340455,,,,,
25,364,0.000222266,0.003164446,0.015340455,,,,,
26,374,0.000222266,0.003164446,0.015340455,,,,,
27,375,0.000222266,0.003164446,0.015340455,,,,,
28,382,0.000222266,0.003164446,0.015340455,,,,,
29,432,0.000222266,0.003164446,0.015340455,,,,,
30,444,0.000222266,0.003164446,0.015340455,,,,,
31,453,0.000222266,0.003164446,0.015340455,,,,,
32,464,0.000222266,0.003164446,0.015340455,,,,,
33,510,0.000222266,0.003164446,0.015340455,,,,,
34,513,0.000222266,0.003164446,0.015340455,,,,,
35,528,0.000222266,0.003164446,0.015340455,,,,,
36,565,0.000222266,0.003164446,0.015340455,,,,,
37,580,0.000222266,0.003164446,0.015340455,,,,,
38,581,0.000222266,0.003164446,0.015340455,,,,,
39,587,0.000222266,0.003164446,0.015340455,,,,,
40,628,0.000222266,0.003164446,0.015340455,,,,,
41,629,0.000222266,0.003164446,0.015340455,,,,,
42,639,0.000222266,0.003164446,0.015340455,,,,,
43,644,0.000222266,0.003164446,0.015340455,,,,,
44,680,0.000222266,0.003164446,0.015340455,,,,,
45,686,0.000222266,0.003164446,0.015340455,,,,,
46,699,0.000222266,0.003164446,0.015340455,,,,,
47,715,0.000222266,0.003164446,0.015340455,,,,,
48,768,0.000222266,0.003164446,0.015340455,,,,,
49,780,0.000222266,0.003164446,0.015340455,,,,,
50,786,0.000222266,0.003164446,0.015340455,,,,,
51,850,0.000222266,0.003164446,0.015340455,,,,,
52,980,0.000222266,0.003164446,0.015340455,,,,,
53,997,0.000222266,0.003164446,0.015340455,,,,,
54,1014,0.000222266,0.003164446,0.015340455,,,,,
55,1052,0.000222266,0.003164446,0.015340455,,,,,
56,1134,0.000222266,0.003164446,0.015340455,,,,,
57,1176,0.000222266,0.003164446,0.015340455,,,,,
58,1188,0.000222266,0.003164446,0.015340455,,,,,
59,1226,0.000222266,0.003164446,0.015340455,,,,,
60,1348,0.000222266,0.003164446,0.015340455,,,,,
61,1356,0.000222266,0.003164446,0.015340455,,,,,
62,1377,0.000222266,0.003164446,0.015340455,,,,,
63,1389,0.000222266,0.003164446,0.015340455,,,,,
64,1519,0.000222266,0.003164446,0.015340455,,,,,
65,1526,0.000222266,0.003164446,0.015340455,,,,,
66,1564,0.000222266,0.003164446,0.015340455,,,,,
67,1592,0.000222266,0.003164446,0.015340455,,,,,
68,1676,0.000222266,0.003164446,0.015340455,,,,,
69,1721,0.000222266,0.003164446,0.015340455,,,,,
70,1755,0.000222266,0.003164446,0.015340455,,,,,
71,1806,0.000222266,0.003164446,0.015340455,,,,,
72,1823,0.000222266,0.003164446,0.015340455,,,,,
73,1841,0.000222266,0.003164446,0.015340455,,,,,
74,1848,0.000222266,0.003164446,0.015340455,,,,,
