,agemid,low95,median,up95,,,,,
1,42,0.001296894,0.01553452,0.091001093,,0.04,0.47,2.77,(prop per month)
2,47,0.001296894,0.01553452,0.091001093,,,,,
3,53,0.001296894,0.01553452,0.091001093,,,,,
4,59,0.001296894,0.01553452,0.091001093,,,,,
5,85,0.001296894,0.01553452,0.091001093,,,,,
6,96,0.001296894,0.01553452,0.091001093,,,,,
7,97,0.001296894,0.01553452,0.091001093,,,,,
8,109,0.001296894,0.01553452,0.091001093,,,,,
9,140,0.001296894,0.01553452,0.091001093,,,,,
10,146,0.001296894,0.01553452,0.091001093,,,,,
11,157,0.001296894,0.01553452,0.091001093,,,,,
12,159,0.001296894,0.01553452,0.091001093,,,,,
13,205,0.001296894,0.01553452,0.091001093,,,,,
14,214,0.001296894,0.01553452,0.091001093,,,,,
15,216,0.001296894,0.01553452,0.091001093,,,,,
16,224,0.001296894,0.01553452,0.091001093,,,,,
17,256,0.001296894,0.01553452,0.091001093,,,,,
18,266,0.001296894,0.01553452,0.091001093,,,,,
19,271,0.001296894,0.01553452,0.091001093,,,,,
20,276,0.001296894,0.01553452,0.091001093,,,,,
21,328,0.001296894,0.01553452,0.091001093,,,,,
22,336,0.001296894,0.01553452,0.091001093,,,,,
23,338,0.001296894,0.01553452,0.091001093,,,,,
24,340,0.001296894,0.01553452,0.091001093,,,,,
25,364,0.001296894,0.01553452,0.091001093,,,,,
26,374,0.001296894,0.01553452,0.091001093,,,,,
27,375,0.001296894,0.01553452,0.091001093,,,,,
28,382,0.001296894,0.01553452,0.091001093,,,,,
29,432,0.001296894,0.01553452,0.091001093,,,,,
30,444,0.001296894,0.01553452,0.091001093,,,,,
31,453,0.001296894,0.01553452,0.091001093,,,,,
32,464,0.001296894,0.01553452,0.091001093,,,,,
33,510,0.001296894,0.01553452,0.091001093,,,,,
34,513,0.001296894,0.01553452,0.091001093,,,,,
35,528,0.001296894,0.01553452,0.091001093,,,,,
36,565,0.001296894,0.01553452,0.091001093,,,,,
37,580,0.001296894,0.01553452,0.091001093,,,,,
38,581,0.001296894,0.01553452,0.091001093,,,,,
39,587,0.001296894,0.01553452,0.091001093,,,,,
40,628,0.001296894,0.01553452,0.091001093,,,,,
41,629,0.001296894,0.01553452,0.091001093,,,,,
42,639,0.001296894,0.01553452,0.091001093,,,,,
43,644,0.001296894,0.01553452,0.091001093,,,,,
44,680,0.001296894,0.01553452,0.091001093,,,,,
45,686,0.001296894,0.01553452,0.091001093,,,,,
46,699,0.001296894,0.01553452,0.091001093,,,,,
47,715,0.001296894,0.01553452,0.091001093,,,,,
48,768,0.001296894,0.01553452,0.091001093,,,,,
49,780,0.001296894,0.01553452,0.091001093,,,,,
50,786,0.001296894,0.01553452,0.091001093,,,,,
51,850,0.001296894,0.01553452,0.091001093,,,,,
52,980,0.001296894,0.01553452,0.091001093,,,,,
53,997,0.001296894,0.01553452,0.091001093,,,,,
54,1014,0.001296894,0.01553452,0.091001093,,,,,
55,1052,0.001296894,0.01553452,0.091001093,,,,,
56,1134,0.001296894,0.01553452,0.091001093,,,,,
57,1176,0.001296894,0.01553452,0.091001093,,,,,
58,1188,0.001296894,0.01553452,0.091001093,,,,,
59,1226,0.001296894,0.01553452,0.091001093,,,,,
60,1348,0.001296894,0.01553452,0.091001093,,,,,
61,1356,0.001296894,0.01553452,0.091001093,,,,,
62,1377,0.001296894,0.01553452,0.091001093,,,,,
63,1389,0.001296894,0.01553452,0.091001093,,,,,
64,1519,0.001296894,0.01553452,0.091001093,,,,,
65,1526,0.001296894,0.01553452,0.091001093,,,,,
66,1564,0.001296894,0.01553452,0.091001093,,,,,
67,1592,0.001296894,0.01553452,0.091001093,,,,,
68,1676,0.001296894,0.01553452,0.091001093,,,,,
69,1721,0.001296894,0.01553452,0.091001093,,,,,
70,1755,0.001296894,0.01553452,0.091001093,,,,,
71,1806,0.001296894,0.01553452,0.091001093,,,,,
72,1823,0.001296894,0.01553452,0.091001093,,,,,
73,1841,0.001296894,0.01553452,0.091001093,,,,,
74,1848,0.001296894,0.01553452,0.091001093,,,,,
