,agemid,low95,median,up95,,,,,
1,42,0.002606406,0.003381011,0.00500142,,383.6701,295.769505,199.9431998,(days)
2,47,0.002606406,0.003381011,0.00500142,,,,,
3,53,0.002606406,0.003381011,0.00500142,,,,,
4,59,0.002606406,0.003381011,0.00500142,,,,,
5,85,0.002606406,0.003381011,0.00500142,,,,,
6,96,0.002606406,0.003381011,0.00500142,,,,,
7,98,0.002606406,0.003381011,0.00500142,,,,,
8,110,0.002606406,0.003381011,0.00500142,,,,,
9,141,0.002606406,0.003381011,0.00500142,,,,,
10,146,0.002606406,0.003381011,0.00500142,,,,,
11,158,0.002606406,0.003381011,0.00500142,,,,,
12,159,0.002606406,0.003381011,0.00500142,,,,,
13,206,0.002606406,0.003381011,0.00500142,,,,,
14,214,0.002606406,0.003381011,0.00500142,,,,,
15,216,0.002606406,0.003381011,0.00500142,,,,,
16,224,0.002606406,0.003381011,0.00500142,,,,,
17,257,0.002606406,0.003381011,0.00500142,,,,,
18,266,0.002606406,0.003381011,0.00500142,,,,,
19,271,0.002606406,0.003381011,0.00500142,,,,,
20,276,0.002606406,0.003381011,0.00500142,,,,,
21,330,0.002606406,0.003381011,0.00500142,,,,,
22,336,0.002606406,0.003381011,0.00500142,,,,,
23,340,0.002606406,0.003381011,0.00500142,,,,,
24,343,0.002606406,0.003381011,0.00500142,,,,,
25,375,0.002606406,0.003381011,0.00500142,,,,,
26,379,0.002606406,0.003381011,0.00500142,,,,,
27,385,0.002606406,0.003381011,0.00500142,,,,,
28,432,0.002606406,0.003381011,0.00500142,,,,,
29,453,0.002606406,0.003381011,0.00500142,,,,,
30,460,0.002606406,0.003381011,0.00500142,,,,,
31,464,0.002606406,0.003381011,0.00500142,,,,,
32,510,0.002606406,0.003381011,0.00500142,,,,,
33,516,0.002606406,0.003381011,0.00500142,,,,,
34,531,0.002606406,0.003381011,0.00500142,,,,,
35,534,0.002606406,0.003381011,0.00500142,,,,,
36,571,0.002606406,0.003381011,0.00500142,,,,,
37,586,0.002606406,0.003381011,0.00500142,,,,,
38,588,0.002606406,0.003381011,0.00500142,,,,,
39,629,0.002606406,0.003381011,0.00500142,,,,,
40,631,0.002606406,0.003381011,0.00500142,,,,,
41,647,0.002606406,0.003381011,0.00500142,,,,,
42,690,0.002606406,0.003381011,0.00500142,,,,,
43,693,0.002606406,0.003381011,0.00500142,,,,,
44,706,0.002606406,0.003381011,0.00500142,,,,,
45,722,0.002606406,0.003381011,0.00500142,,,,,
46,770,0.002606406,0.003381011,0.00500142,,,,,
47,780,0.002606406,0.003381011,0.00500142,,,,,
48,850,0.002606406,0.003381011,0.00500142,,,,,
49,857,0.002606406,0.003381011,0.00500142,,,,,
50,980,0.002606406,0.003381011,0.00500142,,,,,
51,997,0.002606406,0.003381011,0.00500142,,,,,
52,1014,0.002606406,0.003381011,0.00500142,,,,,
53,1052,0.002606406,0.003381011,0.00500142,,,,,
54,1134,0.002606406,0.003381011,0.00500142,,,,,
55,1176,0.002606406,0.003381011,0.00500142,,,,,
56,1188,0.002606406,0.003381011,0.00500142,,,,,
57,1226,0.002606406,0.003381011,0.00500142,,,,,
58,1348,0.002606406,0.003381011,0.00500142,,,,,
59,1356,0.002606406,0.003381011,0.00500142,,,,,
60,1377,0.002606406,0.003381011,0.00500142,,,,,
61,1389,0.002606406,0.003381011,0.00500142,,,,,
62,1519,0.002606406,0.003381011,0.00500142,,,,,
63,1526,0.002606406,0.003381011,0.00500142,,,,,
64,1564,0.002606406,0.003381011,0.00500142,,,,,
65,1592,0.002606406,0.003381011,0.00500142,,,,,
66,1676,0.002606406,0.003381011,0.00500142,,,,,
67,1721,0.002606406,0.003381011,0.00500142,,,,,
68,1755,0.002606406,0.003381011,0.00500142,,,,,
69,1807,0.002606406,0.003381011,0.00500142,,,,,
70,1833,0.002606406,0.003381011,0.00500142,,,,,
71,1841,0.002606406,0.003381011,0.00500142,,,,,
72,1848,0.002606406,0.003381011,0.00500142,,,,,
