"","agemid","low95","median","up95"
"1",42,0.0030165261327011,0.00401843783106969,0.0063794880697062
"2",47,0.0030165261327011,0.00401843783106969,0.0063794880697062
"3",53,0.0030165261327011,0.00401843783106969,0.0063794880697062
"4",59,0.0030165261327011,0.00401843783106969,0.0063794880697062
"5",85,0.0030165261327011,0.00401843783106969,0.0063794880697062
"6",96,0.0030165261327011,0.00401843783106969,0.0063794880697062
"7",98,0.0030165261327011,0.00401843783106969,0.0063794880697062
"8",110,0.0030165261327011,0.00401843783106969,0.0063794880697062
"9",141,0.0030165261327011,0.00401843783106969,0.0063794880697062
"10",146,0.0030165261327011,0.00401843783106969,0.0063794880697062
"11",158,0.0030165261327011,0.00401843783106969,0.0063794880697062
"12",159,0.0030165261327011,0.00401843783106969,0.0063794880697062
"13",206,0.0030165261327011,0.00401843783106969,0.0063794880697062
"14",214,0.0030165261327011,0.00401843783106969,0.0063794880697062
"15",216,0.0030165261327011,0.00401843783106969,0.0063794880697062
"16",224,0.0030165261327011,0.00401843783106969,0.0063794880697062
"17",257,0.0030165261327011,0.00401843783106969,0.0063794880697062
"18",266,0.0030165261327011,0.00401843783106969,0.0063794880697062
"19",271,0.0030165261327011,0.00401843783106969,0.0063794880697062
"20",276,0.0030165261327011,0.00401843783106969,0.0063794880697062
"21",330,0.0030165261327011,0.00401843783106969,0.0063794880697062
"22",336,0.0030165261327011,0.00401843783106969,0.0063794880697062
"23",340,0.0030165261327011,0.00401843783106969,0.0063794880697062
"24",343,0.0030165261327011,0.00401843783106969,0.0063794880697062
"25",375,0.0030165261327011,0.00401843783106969,0.0063794880697062
"26",379,0.0030165261327011,0.00401843783106969,0.0063794880697062
"27",385,0.0030165261327011,0.00401843783106969,0.0063794880697062
"28",432,0.0030165261327011,0.00401843783106969,0.0063794880697062
"29",453,0.0030165261327011,0.00401843783106969,0.0063794880697062
"30",460,0.0030165261327011,0.00401843783106969,0.0063794880697062
"31",464,0.0030165261327011,0.00401843783106969,0.0063794880697062
"32",510,0.0030165261327011,0.00401843783106969,0.0063794880697062
"33",516,0.0030165261327011,0.00401843783106969,0.0063794880697062
"34",531,0.0030165261327011,0.00401843783106969,0.0063794880697062
"35",534,0.0030165261327011,0.00401843783106969,0.0063794880697062
"36",571,0.0030165261327011,0.00401843783106969,0.0063794880697062
"37",586,0.0030165261327011,0.00401843783106969,0.0063794880697062
"38",588,0.0030165261327011,0.00401843783106969,0.0063794880697062
"39",629,0.0030165261327011,0.00401843783106969,0.0063794880697062
"40",631,0.0030165261327011,0.00401843783106969,0.0063794880697062
"41",647,0.0030165261327011,0.00401843783106969,0.0063794880697062
"42",690,0.0030165261327011,0.00401843783106969,0.0063794880697062
"43",693,0.0030165261327011,0.00401843783106969,0.0063794880697062
"44",706,0.0030165261327011,0.00401843783106969,0.0063794880697062
"45",722,0.0030165261327011,0.00401843783106969,0.0063794880697062
"46",770,0.0030165261327011,0.00401843783106969,0.0063794880697062
"47",780,0.0030165261327011,0.00401843783106969,0.0063794880697062
"48",850,0.0030165261327011,0.00401843783106969,0.0063794880697062
"49",857,0.0030165261327011,0.00401843783106969,0.0063794880697062
"50",980,0.0030165261327011,0.00401843783106969,0.0063794880697062
"51",997,0.0030165261327011,0.00401843783106969,0.0063794880697062
"52",1014,0.0030165261327011,0.00401843783106969,0.0063794880697062
"53",1052,0.0030165261327011,0.00401843783106969,0.0063794880697062
"54",1134,0.0030165261327011,0.00401843783106969,0.0063794880697062
"55",1176,0.0030165261327011,0.00401843783106969,0.0063794880697062
"56",1188,0.0030165261327011,0.00401843783106969,0.0063794880697062
"57",1226,0.0030165261327011,0.00401843783106969,0.0063794880697062
"58",1348,0.0030165261327011,0.00401843783106969,0.0063794880697062
"59",1356,0.0030165261327011,0.00401843783106969,0.0063794880697062
"60",1377,0.0030165261327011,0.00401843783106969,0.0063794880697062
"61",1389,0.0030165261327011,0.00401843783106969,0.0063794880697062
"62",1519,0.0030165261327011,0.00401843783106969,0.0063794880697062
"63",1526,0.0030165261327011,0.00401843783106969,0.0063794880697062
"64",1564,0.0030165261327011,0.00401843783106969,0.0063794880697062
"65",1592,0.0030165261327011,0.00401843783106969,0.0063794880697062
"66",1676,0.0030165261327011,0.00401843783106969,0.0063794880697062
"67",1721,0.0030165261327011,0.00401843783106969,0.0063794880697062
"68",1755,0.0030165261327011,0.00401843783106969,0.0063794880697062
"69",1807,0.0030165261327011,0.00401843783106969,0.0063794880697062
"70",1833,0.0030165261327011,0.00401843783106969,0.0063794880697062
"71",1841,0.0030165261327011,0.00401843783106969,0.0063794880697062
"72",1848,0.0030165261327011,0.00401843783106969,0.0063794880697062
