"","time","2.5%","50%","97.5%"
"1",42,0.0862288141572182,5.07930979397938,230.280092030528
"2",47,0.0862288141572182,5.07930979397938,230.280092030528
"3",53,0.0862288141572182,5.07930979397938,230.280092030528
"4",59,0.0862288141572182,5.07930979397938,230.280092030528
"5",85,0.0862288141572182,5.07930979397938,230.280092030528
"6",96,0.0862288141572182,5.07930979397938,230.280092030528
"7",98,0.0862288141572182,5.07930979397938,230.280092030528
"8",110,0.0862288141572182,5.07930979397938,230.280092030528
"9",141,0.0862288141572182,5.07930979397938,230.280092030528
"10",146,0.0862288141572182,5.07930979397938,230.280092030528
"11",158,0.0862288141572182,5.07930979397938,230.280092030528
"12",159,0.0862288141572182,5.07930979397938,230.280092030528
"13",206,0.0862288141572182,5.07930979397938,230.280092030528
"14",214,0.0862288141572182,5.07930979397938,230.280092030528
"15",216,0.0862288141572182,5.07930979397938,230.280092030528
"16",224,0.0862288141572182,5.07930979397938,230.280092030528
"17",257,0.0862288141572182,5.07930979397938,230.280092030528
"18",266,0.0862288141572182,5.07930979397938,230.280092030528
"19",271,0.0862288141572182,5.07930979397938,230.280092030528
"20",276,0.0862288141572182,5.07930979397938,230.280092030528
"21",330,0.0862288141572182,5.07930979397938,230.280092030528
"22",336,0.0862288141572182,5.07930979397938,230.280092030528
"23",340,0.0862288141572182,5.07930979397938,230.280092030528
"24",343,0.0862288141572182,5.07930979397938,230.280092030528
"25",375,0.0862288141572182,5.07930979397938,230.280092030528
"26",379,0.0862288141572182,5.07930979397938,230.280092030528
"27",385,0.0862288141572182,5.07930979397938,230.280092030528
"28",432,0.0862288141572182,5.07930979397938,230.280092030528
"29",453,0.0862288141572182,5.07930979397938,230.280092030528
"30",460,0.0862288141572182,5.07930979397938,230.280092030528
"31",464,0.0862288141572182,5.07930979397938,230.280092030528
"32",510,0.0862288141572182,5.07930979397938,230.280092030528
"33",516,0.0862288141572182,5.07930979397938,230.280092030528
"34",531,0.0862288141572182,5.07930979397938,230.280092030528
"35",534,0.0862288141572182,5.07930979397938,230.280092030528
"36",571,0.0862288141572182,5.07930979397938,230.280092030528
"37",586,0.0862288141572182,5.07930979397938,230.280092030528
"38",588,0.0862288141572182,5.07930979397938,230.280092030528
"39",629,0.0862288141572182,5.07930979397938,230.280092030528
"40",631,0.0862288141572182,5.07930979397938,230.280092030528
"41",647,0.0862288141572182,5.07930979397938,230.280092030528
"42",690,0.0862288141572182,5.07930979397938,230.280092030528
"43",693,0.0862288141572182,5.07930979397938,230.280092030528
"44",706,0.0862288141572182,5.07930979397938,230.280092030528
"45",722,0.0862288141572182,5.07930979397938,230.280092030528
"46",770,0.0862288141572182,5.07930979397938,230.280092030528
"47",780,0.0862288141572182,5.07930979397938,230.280092030528
"48",850,0.0862288141572182,5.07930979397938,230.280092030528
"49",857,0.0862288141572182,5.07930979397938,230.280092030528
"50",980,0.0862288141572182,5.07930979397938,230.280092030528
"51",997,0.0862288141572182,5.07930979397938,230.280092030528
"52",1014,0.0862288141572182,5.07930979397938,230.280092030528
"53",1052,0.0862288141572182,5.07930979397938,230.280092030528
"54",1134,0.0862288141572182,5.07930979397938,230.280092030528
"55",1176,0.0862288141572182,5.07930979397938,230.280092030528
"56",1188,0.0862288141572182,5.07930979397938,230.280092030528
"57",1226,0.0862288141572182,5.07930979397938,230.280092030528
"58",1348,0.0862288141572182,5.07930979397938,230.280092030528
"59",1356,0.0862288141572182,5.07930979397938,230.280092030528
"60",1377,0.0862288141572182,5.07930979397938,230.280092030528
"61",1389,0.0862288141572182,5.07930979397938,230.280092030528
"62",1519,0.0862288141572182,5.07930979397938,230.280092030528
"63",1526,0.0862288141572182,5.07930979397938,230.280092030528
"64",1564,0.0862288141572182,5.07930979397938,230.280092030528
"65",1592,0.0862288141572182,5.07930979397938,230.280092030528
"66",1676,0.0862288141572182,5.07930979397938,230.280092030528
"67",1721,0.0862288141572182,5.07930979397938,230.280092030528
"68",1755,0.0862288141572182,5.07930979397938,230.280092030528
"69",1807,0.0862288141572182,5.07930979397938,230.280092030528
"70",1833,0.0862288141572182,5.07930979397938,230.280092030528
"71",1841,0.0862288141572182,5.07930979397938,230.280092030528
"72",1848,0.0862288141572182,5.07930979397938,230.280092030528
