,agemid,low95,median,up95,,,,,
1,42,0.00061464,0.016008427,0.09376167,,0.018691204,0.486816276,2.851292389,(prop per month)
2,47,0.00061464,0.016008427,0.09376167,,,,,
3,53,0.00061464,0.016008427,0.09376167,,,,,
4,59,0.00061464,0.016008427,0.09376167,,,,,
5,85,0.00061464,0.016008427,0.09376167,,,,,
6,96,0.00061464,0.016008427,0.09376167,,,,,
7,98,0.00061464,0.016008427,0.09376167,,,,,
8,110,0.00061464,0.016008427,0.09376167,,,,,
9,141,0.00061464,0.016008427,0.09376167,,,,,
10,146,0.00061464,0.016008427,0.09376167,,,,,
11,158,0.00061464,0.016008427,0.09376167,,,,,
12,159,0.00061464,0.016008427,0.09376167,,,,,
13,206,0.00061464,0.016008427,0.09376167,,,,,
14,214,0.00061464,0.016008427,0.09376167,,,,,
15,216,0.00061464,0.016008427,0.09376167,,,,,
16,224,0.00061464,0.016008427,0.09376167,,,,,
17,257,0.00061464,0.016008427,0.09376167,,,,,
18,266,0.00061464,0.016008427,0.09376167,,,,,
19,271,0.00061464,0.016008427,0.09376167,,,,,
20,276,0.00061464,0.016008427,0.09376167,,,,,
21,330,0.00061464,0.016008427,0.09376167,,,,,
22,336,0.00061464,0.016008427,0.09376167,,,,,
23,340,0.00061464,0.016008427,0.09376167,,,,,
24,343,0.00061464,0.016008427,0.09376167,,,,,
25,375,0.00061464,0.016008427,0.09376167,,,,,
26,379,0.00061464,0.016008427,0.09376167,,,,,
27,385,0.00061464,0.016008427,0.09376167,,,,,
28,432,0.00061464,0.016008427,0.09376167,,,,,
29,453,0.00061464,0.016008427,0.09376167,,,,,
30,460,0.00061464,0.016008427,0.09376167,,,,,
31,464,0.00061464,0.016008427,0.09376167,,,,,
32,510,0.00061464,0.016008427,0.09376167,,,,,
33,516,0.00061464,0.016008427,0.09376167,,,,,
34,531,0.00061464,0.016008427,0.09376167,,,,,
35,534,0.00061464,0.016008427,0.09376167,,,,,
36,571,0.00061464,0.016008427,0.09376167,,,,,
37,586,0.00061464,0.016008427,0.09376167,,,,,
38,588,0.00061464,0.016008427,0.09376167,,,,,
39,629,0.00061464,0.016008427,0.09376167,,,,,
40,631,0.00061464,0.016008427,0.09376167,,,,,
41,647,0.00061464,0.016008427,0.09376167,,,,,
42,690,0.00061464,0.016008427,0.09376167,,,,,
43,693,0.00061464,0.016008427,0.09376167,,,,,
44,706,0.00061464,0.016008427,0.09376167,,,,,
45,722,0.00061464,0.016008427,0.09376167,,,,,
46,770,0.00061464,0.016008427,0.09376167,,,,,
47,780,0.00061464,0.016008427,0.09376167,,,,,
48,850,0.00061464,0.016008427,0.09376167,,,,,
49,857,0.00061464,0.016008427,0.09376167,,,,,
50,980,0.00061464,0.016008427,0.09376167,,,,,
51,997,0.00061464,0.016008427,0.09376167,,,,,
52,1014,0.00061464,0.016008427,0.09376167,,,,,
53,1052,0.00061464,0.016008427,0.09376167,,,,,
54,1134,0.00061464,0.016008427,0.09376167,,,,,
55,1176,0.00061464,0.016008427,0.09376167,,,,,
56,1188,0.00061464,0.016008427,0.09376167,,,,,
57,1226,0.00061464,0.016008427,0.09376167,,,,,
58,1348,0.00061464,0.016008427,0.09376167,,,,,
59,1356,0.00061464,0.016008427,0.09376167,,,,,
60,1377,0.00061464,0.016008427,0.09376167,,,,,
61,1389,0.00061464,0.016008427,0.09376167,,,,,
62,1519,0.00061464,0.016008427,0.09376167,,,,,
63,1526,0.00061464,0.016008427,0.09376167,,,,,
64,1564,0.00061464,0.016008427,0.09376167,,,,,
65,1592,0.00061464,0.016008427,0.09376167,,,,,
66,1676,0.00061464,0.016008427,0.09376167,,,,,
67,1721,0.00061464,0.016008427,0.09376167,,,,,
68,1755,0.00061464,0.016008427,0.09376167,,,,,
69,1807,0.00061464,0.016008427,0.09376167,,,,,
70,1833,0.00061464,0.016008427,0.09376167,,,,,
71,1841,0.00061464,0.016008427,0.09376167,,,,,
72,1848,0.00061464,0.016008427,0.09376167,,,,,
