"","agemid","low95","median","up95"
"1",42,0.000276659493634159,0.00363164962396625,0.0118269370832091
"2",47,0.000276659493634159,0.00363164962396625,0.0118269370832091
"3",53,0.000276659493634159,0.00363164962396625,0.0118269370832091
"4",59,0.000276659493634159,0.00363164962396625,0.0118269370832091
"5",85,0.000276659493634159,0.00363164962396625,0.0118269370832091
"6",96,0.000608441448713831,0.00482809425789661,0.012584815765275
"7",97,0.000608441448713831,0.00482809425789661,0.012584815765275
"8",109,0.000608441448713831,0.00482809425789661,0.012584815765275
"9",140,0.000608441448713831,0.00482809425789661,0.012584815765275
"10",146,0.000608441448713831,0.00482809425789661,0.012584815765275
"11",157,0.000608441448713831,0.00482809425789661,0.012584815765275
"12",159,0.000608441448713831,0.00482809425789661,0.012584815765275
"13",205,0.00291177429002193,0.0108123588848679,0.0612209810030239
"14",214,0.00291177429002193,0.0108123588848679,0.0612209810030239
"15",216,0.00291177429002193,0.0108123588848679,0.0612209810030239
"16",224,0.00291177429002193,0.0108123588848679,0.0612209810030239
"17",256,0.00291177429002193,0.0108123588848679,0.0612209810030239
"18",266,0.00291177429002193,0.0108123588848679,0.0612209810030239
"19",271,0.00291177429002193,0.0108123588848679,0.0612209810030239
"20",276,0.000389029135609701,0.0069099533323875,0.0306953144877091
"21",328,0.000389029135609701,0.0069099533323875,0.0306953144877091
"22",336,0.000389029135609701,0.0069099533323875,0.0306953144877091
"23",338,0.000389029135609701,0.0069099533323875,0.0306953144877091
"24",340,0.000389029135609701,0.0069099533323875,0.0306953144877091
"25",364,0.000389029135609701,0.0069099533323875,0.0306953144877091
"26",374,0.000276659493634159,0.00363164962396625,0.0118269370832091
"27",375,0.000276659493634159,0.00363164962396625,0.0118269370832091
"28",382,0.000276659493634159,0.00363164962396625,0.0118269370832091
"29",432,0.000276659493634159,0.00363164962396625,0.0118269370832091
"30",444,0.000276659493634159,0.00363164962396625,0.0118269370832091
"31",453,0.000276659493634159,0.00363164962396625,0.0118269370832091
"32",464,0.000608441448713831,0.00482809425789661,0.012584815765275
"33",510,0.000608441448713831,0.00482809425789661,0.012584815765275
"34",513,0.000608441448713831,0.00482809425789661,0.012584815765275
"35",528,0.000608441448713831,0.00482809425789661,0.0125848157652749
"36",565,0.00291177429002193,0.0108123588848679,0.0612209810030239
"37",580,0.00291177429002193,0.0108123588848679,0.0612209810030239
"38",581,0.00291177429002193,0.0108123588848679,0.0612209810030239
"39",587,0.00291177429002193,0.0108123588848679,0.0612209810030239
"40",628,0.00291177429002193,0.0108123588848679,0.0612209810030239
"41",629,0.00291177429002193,0.0108123588848679,0.0612209810030239
"42",639,0.000389029135609701,0.0069099533323875,0.0306953144877091
"43",644,0.000389029135609701,0.0069099533323875,0.0306953144877091
"44",680,0.000389029135609701,0.0069099533323875,0.0306953144877091
"45",686,0.000389029135609701,0.0069099533323875,0.0306953144877091
"46",699,0.000389029135609701,0.0069099533323875,0.0306953144877091
"47",715,0.000389029135609701,0.0069099533323875,0.0306953144877091
"48",768,0.000276659493634159,0.00363164962396625,0.0118269370832091
"49",780,0.000276659493634159,0.00363164962396625,0.0118269370832091
"50",786,0.000276659493634159,0.00363164962396625,0.0118269370832091
"51",850,0.000608441448713831,0.00482809425789661,0.012584815765275
"52",980,0.00291177429002193,0.0108123588848679,0.0612209810030239
"53",997,0.00291177429002193,0.0108123588848679,0.0612209810030239
"54",1014,0.000389029135609701,0.0069099533323875,0.0306953144877091
"55",1052,0.000389029135609701,0.0069099533323875,0.0306953144877091
"56",1134,0.000276659493634159,0.00363164962396625,0.0118269370832091
"57",1176,0.000276659493634159,0.00363164962396625,0.0118269370832091
"58",1188,0.000608441448713831,0.00482809425789661,0.012584815765275
"59",1226,0.000608441448713831,0.00482809425789661,0.012584815765275
"60",1348,0.00291177429002193,0.0108123588848679,0.0612209810030239
"61",1356,0.00291177429002193,0.0108123588848679,0.0612209810030239
"62",1377,0.000389029135609701,0.0069099533323875,0.0306953144877091
"63",1389,0.000389029135609701,0.0069099533323875,0.0306953144877091
"64",1519,0.000276659493634159,0.00363164962396625,0.0118269370832091
"65",1526,0.000276659493634159,0.00363164962396625,0.0118269370832091
"66",1564,0.000608441448713831,0.00482809425789661,0.012584815765275
"67",1592,0.000608441448713831,0.00482809425789661,0.012584815765275
"68",1676,0.00291177429002193,0.0108123588848679,0.0612209810030239
"69",1721,0.00291177429002193,0.0108123588848679,0.0612209810030239
"70",1755,0.000389029135609701,0.0069099533323875,0.0306953144877091
"71",1806,0.000389029135609701,0.0069099533323875,0.0306953144877091
"72",1823,0.000389029135609701,0.0069099533323875,0.0306953144877091
"73",1841,0.000276659493634159,0.00363164962396625,0.0118269370832091
"74",1848,0.000276659493634159,0.00363164962396625,0.0118269370832091
