"","agemid","low95","median","up95"
"1",37,0.00261839554673931,0.00323664759273113,0.0045710217740711
"2",41,0.00261839554673931,0.00323664759273113,0.0045710217740711
"3",53,0.00261839554673931,0.00323664759273113,0.0045710217740711
"4",57,0.00261839554673931,0.00323664759273113,0.0045710217740711
"5",59,0.00261839554673931,0.00323664759273113,0.0045710217740711
"6",82,0.00261839554673931,0.00323664759273113,0.0045710217740711
"7",85,0.00261839554673931,0.00323664759273113,0.0045710217740711
"8",94,0.00261839554673931,0.00323664759273113,0.0045710217740711
"9",97,0.00261839554673931,0.00323664759273113,0.0045710217740711
"10",100,0.00261839554673931,0.00323664759273113,0.0045710217740711
"11",102,0.00261839554673931,0.00323664759273113,0.0045710217740711
"12",106,0.00261839554673931,0.00323664759273113,0.0045710217740711
"13",110,0.00261839554673931,0.00323664759273113,0.0045710217740711
"14",137,0.00261839554673931,0.00323664759273113,0.0045710217740711
"15",140,0.00261839554673931,0.00323664759273113,0.0045710217740711
"16",142,0.00261839554673931,0.00323664759273113,0.0045710217740711
"17",150,0.00261839554673931,0.00323664759273113,0.0045710217740711
"18",155,0.00261839554673931,0.00323664759273113,0.0045710217740711
"19",158,0.00261839554673931,0.00323664759273113,0.0045710217740711
"20",159,0.00261839554673931,0.00323664759273113,0.0045710217740711
"21",196,0.00261839554673931,0.00323664759273113,0.0045710217740711
"22",202,0.00261839554673931,0.00323664759273113,0.0045710217740711
"23",208,0.00261839554673931,0.00323664759273113,0.0045710217740711
"24",214,0.00261839554673931,0.00323664759273113,0.0045710217740711
"25",215,0.00261839554673931,0.00323664759273113,0.0045710217740711
"26",216,0.00261839554673931,0.00323664759273113,0.0045710217740711
"27",226,0.00261839554673931,0.00323664759273113,0.0045710217740711
"28",257,0.00261839554673931,0.00323664759273113,0.0045710217740711
"29",258,0.00261839554673931,0.00323664759273113,0.0045710217740711
"30",264,0.00261839554673931,0.00323664759273113,0.0045710217740711
"31",267,0.00261839554673931,0.00323664759273113,0.0045710217740711
"32",273,0.00261839554673931,0.00323664759273113,0.0045710217740711
"33",276,0.00261839554673931,0.00323664759273113,0.0045710217740711
"34",297,0.00261839554673931,0.00323664759273113,0.0045710217740711
"35",321,0.00261839554673931,0.00323664759273113,0.0045710217740711
"36",325,0.00261839554673931,0.00323664759273113,0.0045710217740711
"37",328,0.00261839554673931,0.00323664759273113,0.0045710217740711
"38",329,0.00261839554673931,0.00323664759273113,0.0045710217740711
"39",337,0.00261839554673931,0.00323664759273113,0.0045710217740711
"40",338,0.00261839554673931,0.00323664759273113,0.0045710217740711
"41",359,0.00261839554673931,0.00323664759273113,0.0045710217740711
"42",363,0.00261839554673931,0.00323664759273113,0.0045710217740711
"43",370,0.00261839554673931,0.00323664759273113,0.0045710217740711
"44",372,0.00261839554673931,0.00323664759273113,0.0045710217740711
"45",375,0.00261839554673931,0.00323664759273113,0.0045710217740711
"46",376,0.00261839554673931,0.00323664759273113,0.0045710217740711
"47",407,0.00261839554673931,0.00323664759273113,0.0045710217740711
"48",428,0.00261839554673931,0.00323664759273113,0.0045710217740711
"49",444,0.00261839554673931,0.00323664759273113,0.0045710217740711
"50",455,0.00261839554673931,0.00323664759273113,0.0045710217740711
"51",462,0.00261839554673931,0.00323664759273113,0.0045710217740711
"52",464,0.00261839554673931,0.00323664759273113,0.0045710217740711
"53",507,0.00261839554673931,0.00323664759273113,0.0045710217740711
"54",509,0.00261839554673931,0.00323664759273113,0.0045710217740711
"55",510,0.00261839554673931,0.00323664759273113,0.0045710217740711
"56",524,0.00261839554673931,0.00323664759273113,0.0045710217740711
"57",530,0.00261839554673931,0.00323664759273113,0.0045710217740711
"58",531,0.00261839554673931,0.00323664759273113,0.0045710217740711
"59",534,0.00261839554673931,0.00323664759273113,0.0045710217740711
"60",554,0.00261839554673931,0.00323664759273113,0.0045710217740711
"61",555,0.00261839554673931,0.00323664759273113,0.0045710217740711
"62",573,0.00261839554673931,0.00323664759273113,0.0045710217740711
"63",574,0.00261839554673931,0.00323664759273113,0.0045710217740711
"64",585,0.00261839554673931,0.00323664759273113,0.0045710217740711
"65",586,0.00261839554673931,0.00323664759273113,0.0045710217740711
"66",588,0.00261839554673931,0.00323664759273113,0.0045710217740711
"67",626,0.00261839554673931,0.00323664759273113,0.0045710217740711
"68",627,0.00261839554673931,0.00323664759273113,0.0045710217740711
"69",629,0.00261839554673931,0.00323664759273113,0.0045710217740711
"70",632,0.00261839554673931,0.00323664759273113,0.0045710217740711
"71",644,0.00261839554673931,0.00323664759273113,0.0045710217740711
"72",653,0.00261839554673931,0.00323664759273113,0.0045710217740711
"73",654,0.00261839554673931,0.00323664759273113,0.0045710217740711
"74",680,0.00261839554673931,0.00323664759273113,0.0045710217740711
"75",693,0.00261839554673931,0.00323664759273113,0.0045710217740711
"76",713,0.00261839554673931,0.00323664759273113,0.0045710217740711
"77",715,0.00261839554673931,0.00323664759273113,0.0045710217740711
"78",728,0.00261839554673931,0.00323664759273113,0.0045710217740711
"79",749,0.00261839554673931,0.00323664759273113,0.0045710217740711
"80",760,0.00261839554673931,0.00323664759273113,0.0045710217740711
"81",772,0.00261839554673931,0.00323664759273113,0.0045710217740711
"82",825,0.00261839554673931,0.00323664759273113,0.0045710217740711
"83",837,0.00261839554673931,0.00323664759273113,0.0045710217740711
"84",867,0.00261839554673931,0.00323664759273113,0.0045710217740711
"85",884,0.00261839554673931,0.00323664759273113,0.0045710217740711
"86",967,0.00261839554673931,0.00323664759273113,0.0045710217740711
"87",984,0.00261839554673931,0.00323664759273113,0.0045710217740711
"88",1010,0.00261839554673931,0.00323664759273113,0.0045710217740711
"89",1013,0.00261839554673931,0.00323664759273113,0.0045710217740711
"90",1014,0.00261839554673931,0.00323664759273113,0.0045710217740711
"91",1042,0.00261839554673931,0.00323664759273113,0.0045710217740711
"92",1047,0.00261839554673931,0.00323664759273113,0.0045710217740711
"93",1061,0.00261839554673931,0.00323664759273113,0.0045710217740711
"94",1120,0.00261839554673931,0.00323664759273113,0.0045710217740711
"95",1141,0.00261839554673931,0.00323664759273113,0.0045710217740711
"96",1148,0.00261839554673931,0.00323664759273113,0.0045710217740711
"97",1158,0.00261839554673931,0.00323664759273113,0.0045710217740711
"98",1176,0.00261839554673931,0.00323664759273113,0.0045710217740711
"99",1202,0.00261839554673931,0.00323664759273113,0.0045710217740711
"100",1230,0.00261839554673931,0.00323664759273113,0.0045710217740711
"101",1242,0.00261839554673931,0.00323664759273113,0.0045710217740711
"102",1334,0.00261839554673931,0.00323664759273113,0.0045710217740711
"103",1340,0.00261839554673931,0.00323664759273113,0.0045710217740711
"104",1377,0.00261839554673931,0.00323664759273113,0.0045710217740711
"105",1389,0.00261839554673931,0.00323664759273113,0.0045710217740711
"106",1414,0.00261839554673931,0.00323664759273113,0.0045710217740711
"107",1450,0.00261839554673931,0.00323664759273113,0.0045710217740711
"108",1523,0.00261839554673931,0.00323664759273113,0.0045710217740711
"109",1526,0.00261839554673931,0.00323664759273113,0.0045710217740711
"110",1537,0.00261839554673931,0.00323664759273113,0.0045710217740711
"111",1541,0.00261839554673931,0.00323664759273113,0.0045710217740711
"112",1551,0.00261839554673931,0.00323664759273113,0.0045710217740711
"113",1564,0.00261839554673931,0.00323664759273113,0.0045710217740711
"114",1592,0.00261839554673931,0.00323664759273113,0.0045710217740711
"115",1667,0.00261839554673931,0.00323664759273113,0.0045710217740711
"116",1721,0.00261839554673931,0.00323664759273113,0.0045710217740711
"117",1755,0.00261839554673931,0.00323664759273113,0.0045710217740711
"118",1760,0.00261839554673931,0.00323664759273113,0.0045710217740711
"119",1806,0.00261839554673931,0.00323664759273113,0.0045710217740711
"120",1823,0.00261839554673931,0.00323664759273113,0.0045710217740711
"121",1841,0.00261839554673931,0.00323664759273113,0.0045710217740711
"122",1848,0.00261839554673931,0.00323664759273113,0.0045710217740711
