,agemid,low95,median,up95,,,,,
1,42,0.008234818,0.014315938,0.03288215,,121.4355982,69.85221687,30.41163665,duration of maternal immunity in days)
2,47,0.008234818,0.014315938,0.03288215,,,,,
3,53,0.008234818,0.014315938,0.03288215,,,,,
4,59,0.008234818,0.014315938,0.03288215,,,,,
5,85,0.008234818,0.014315938,0.03288215,,,,,
6,96,0.008234818,0.014315938,0.03288215,,,,,
7,97,0.008234818,0.014315938,0.03288215,,,,,
8,109,0.008234818,0.014315938,0.03288215,,,,,
9,140,0.008234818,0.014315938,0.03288215,,,,,
10,146,0.008234818,0.014315938,0.03288215,,,,,
11,157,0.008234818,0.014315938,0.03288215,,,,,
12,159,0.008234818,0.014315938,0.03288215,,,,,
13,205,0.008234818,0.014315938,0.03288215,,,,,
14,214,0.008234818,0.014315938,0.03288215,,,,,
15,216,0.008234818,0.014315938,0.03288215,,,,,
16,224,0.008234818,0.014315938,0.03288215,,,,,
17,256,0.008234818,0.014315938,0.03288215,,,,,
18,266,0.008234818,0.014315938,0.03288215,,,,,
19,271,0.008234818,0.014315938,0.03288215,,,,,
20,276,0.008234818,0.014315938,0.03288215,,,,,
21,328,0.008234818,0.014315938,0.03288215,,,,,
22,336,0.008234818,0.014315938,0.03288215,,,,,
23,338,0.008234818,0.014315938,0.03288215,,,,,
24,340,0.008234818,0.014315938,0.03288215,,,,,
25,364,0.008234818,0.014315938,0.03288215,,,,,
26,374,0.008234818,0.014315938,0.03288215,,,,,
27,375,0.008234818,0.014315938,0.03288215,,,,,
28,382,0.008234818,0.014315938,0.03288215,,,,,
29,432,0.008234818,0.014315938,0.03288215,,,,,
30,444,0.008234818,0.014315938,0.03288215,,,,,
31,453,0.008234818,0.014315938,0.03288215,,,,,
32,464,0.008234818,0.014315938,0.03288215,,,,,
33,510,0.008234818,0.014315938,0.03288215,,,,,
34,513,0.008234818,0.014315938,0.03288215,,,,,
35,528,0.008234818,0.014315938,0.03288215,,,,,
36,565,0.008234818,0.014315938,0.03288215,,,,,
37,580,0.008234818,0.014315938,0.03288215,,,,,
38,581,0.008234818,0.014315938,0.03288215,,,,,
39,587,0.008234818,0.014315938,0.03288215,,,,,
40,628,0.008234818,0.014315938,0.03288215,,,,,
41,629,0.008234818,0.014315938,0.03288215,,,,,
42,639,0.008234818,0.014315938,0.03288215,,,,,
43,644,0.008234818,0.014315938,0.03288215,,,,,
44,680,0.008234818,0.014315938,0.03288215,,,,,
45,686,0.008234818,0.014315938,0.03288215,,,,,
46,699,0.008234818,0.014315938,0.03288215,,,,,
47,715,0.008234818,0.014315938,0.03288215,,,,,
48,768,0.008234818,0.014315938,0.03288215,,,,,
49,780,0.008234818,0.014315938,0.03288215,,,,,
50,786,0.008234818,0.014315938,0.03288215,,,,,
51,850,0.008234818,0.014315938,0.03288215,,,,,
52,980,0.008234818,0.014315938,0.03288215,,,,,
53,997,0.008234818,0.014315938,0.03288215,,,,,
54,1014,0.008234818,0.014315938,0.03288215,,,,,
55,1052,0.008234818,0.014315938,0.03288215,,,,,
56,1134,0.008234818,0.014315938,0.03288215,,,,,
57,1176,0.008234818,0.014315938,0.03288215,,,,,
58,1188,0.008234818,0.014315938,0.03288215,,,,,
59,1226,0.008234818,0.014315938,0.03288215,,,,,
60,1348,0.008234818,0.014315938,0.03288215,,,,,
61,1356,0.008234818,0.014315938,0.03288215,,,,,
62,1377,0.008234818,0.014315938,0.03288215,,,,,
63,1389,0.008234818,0.014315938,0.03288215,,,,,
64,1519,0.008234818,0.014315938,0.03288215,,,,,
65,1526,0.008234818,0.014315938,0.03288215,,,,,
66,1564,0.008234818,0.014315938,0.03288215,,,,,
67,1592,0.008234818,0.014315938,0.03288215,,,,,
68,1676,0.008234818,0.014315938,0.03288215,,,,,
69,1721,0.008234818,0.014315938,0.03288215,,,,,
70,1755,0.008234818,0.014315938,0.03288215,,,,,
71,1806,0.008234818,0.014315938,0.03288215,,,,,
72,1823,0.008234818,0.014315938,0.03288215,,,,,
73,1841,0.008234818,0.014315938,0.03288215,,,,,
74,1848,0.008234818,0.014315938,0.03288215,,,,,
