,agemid,low95,median,up95,,,,
1,37,0.00026457,0.008363394,0.073873682,,0.008045574,0.254330804,2.246498684
2,41,0.00026457,0.008363394,0.073873682,,,,
3,53,0.00026457,0.008363394,0.073873682,,,,
4,57,0.00026457,0.008363394,0.073873682,,,,
5,59,0.00026457,0.008363394,0.073873682,,,,
6,82,0.00026457,0.008363394,0.073873682,,,,
7,85,0.00026457,0.008363394,0.073873682,,,,
8,94,0.00026457,0.008363394,0.073873682,,,,
9,97,0.00026457,0.008363394,0.073873682,,,,
10,100,0.00026457,0.008363394,0.073873682,,,,
11,102,0.00026457,0.008363394,0.073873682,,,,
12,106,0.00026457,0.008363394,0.073873682,,,,
13,110,0.00026457,0.008363394,0.073873682,,,,
14,137,0.00026457,0.008363394,0.073873682,,,,
15,140,0.00026457,0.008363394,0.073873682,,,,
16,142,0.00026457,0.008363394,0.073873682,,,,
17,150,0.00026457,0.008363394,0.073873682,,,,
18,155,0.00026457,0.008363394,0.073873682,,,,
19,158,0.00026457,0.008363394,0.073873682,,,,
20,159,0.00026457,0.008363394,0.073873682,,,,
21,196,0.00026457,0.008363394,0.073873682,,,,
22,202,0.00026457,0.008363394,0.073873682,,,,
23,208,0.00026457,0.008363394,0.073873682,,,,
24,214,0.00026457,0.008363394,0.073873682,,,,
25,215,0.00026457,0.008363394,0.073873682,,,,
26,216,0.00026457,0.008363394,0.073873682,,,,
27,226,0.00026457,0.008363394,0.073873682,,,,
28,257,0.00026457,0.008363394,0.073873682,,,,
29,258,0.00026457,0.008363394,0.073873682,,,,
30,264,0.00026457,0.008363394,0.073873682,,,,
31,267,0.00026457,0.008363394,0.073873682,,,,
32,273,0.00026457,0.008363394,0.073873682,,,,
33,276,0.00026457,0.008363394,0.073873682,,,,
34,297,0.00026457,0.008363394,0.073873682,,,,
35,321,0.00026457,0.008363394,0.073873682,,,,
36,325,0.00026457,0.008363394,0.073873682,,,,
37,328,0.00026457,0.008363394,0.073873682,,,,
38,329,0.00026457,0.008363394,0.073873682,,,,
39,337,0.00026457,0.008363394,0.073873682,,,,
40,338,0.00026457,0.008363394,0.073873682,,,,
41,359,0.00026457,0.008363394,0.073873682,,,,
42,363,0.00026457,0.008363394,0.073873682,,,,
43,370,0.00026457,0.008363394,0.073873682,,,,
44,372,0.00026457,0.008363394,0.073873682,,,,
45,375,0.00026457,0.008363394,0.073873682,,,,
46,376,0.00026457,0.008363394,0.073873682,,,,
47,407,0.00026457,0.008363394,0.073873682,,,,
48,428,0.00026457,0.008363394,0.073873682,,,,
49,444,0.00026457,0.008363394,0.073873682,,,,
50,455,0.00026457,0.008363394,0.073873682,,,,
51,462,0.00026457,0.008363394,0.073873682,,,,
52,464,0.00026457,0.008363394,0.073873682,,,,
53,507,0.00026457,0.008363394,0.073873682,,,,
54,509,0.00026457,0.008363394,0.073873682,,,,
55,510,0.00026457,0.008363394,0.073873682,,,,
56,524,0.00026457,0.008363394,0.073873682,,,,
57,530,0.00026457,0.008363394,0.073873682,,,,
58,531,0.00026457,0.008363394,0.073873682,,,,
59,534,0.00026457,0.008363394,0.073873682,,,,
60,554,0.00026457,0.008363394,0.073873682,,,,
61,555,0.00026457,0.008363394,0.073873682,,,,
62,573,0.00026457,0.008363394,0.073873682,,,,
63,574,0.00026457,0.008363394,0.073873682,,,,
64,585,0.00026457,0.008363394,0.073873682,,,,
65,586,0.00026457,0.008363394,0.073873682,,,,
66,588,0.00026457,0.008363394,0.073873682,,,,
67,626,0.00026457,0.008363394,0.073873682,,,,
68,627,0.00026457,0.008363394,0.073873682,,,,
69,629,0.00026457,0.008363394,0.073873682,,,,
70,632,0.00026457,0.008363394,0.073873682,,,,
71,644,0.00026457,0.008363394,0.073873682,,,,
72,653,0.00026457,0.008363394,0.073873682,,,,
73,654,0.00026457,0.008363394,0.073873682,,,,
74,680,0.00026457,0.008363394,0.073873682,,,,
75,693,0.00026457,0.008363394,0.073873682,,,,
76,713,0.00026457,0.008363394,0.073873682,,,,
77,715,0.00026457,0.008363394,0.073873682,,,,
78,728,0.00026457,0.008363394,0.073873682,,,,
79,749,0.00026457,0.008363394,0.073873682,,,,
80,760,0.00026457,0.008363394,0.073873682,,,,
81,772,0.00026457,0.008363394,0.073873682,,,,
82,825,0.00026457,0.008363394,0.073873682,,,,
83,837,0.00026457,0.008363394,0.073873682,,,,
84,867,0.00026457,0.008363394,0.073873682,,,,
85,884,0.00026457,0.008363394,0.073873682,,,,
86,967,0.00026457,0.008363394,0.073873682,,,,
87,984,0.00026457,0.008363394,0.073873682,,,,
88,1010,0.00026457,0.008363394,0.073873682,,,,
89,1013,0.00026457,0.008363394,0.073873682,,,,
90,1014,0.00026457,0.008363394,0.073873682,,,,
91,1042,0.00026457,0.008363394,0.073873682,,,,
92,1047,0.00026457,0.008363394,0.073873682,,,,
93,1061,0.00026457,0.008363394,0.073873682,,,,
94,1120,0.00026457,0.008363394,0.073873682,,,,
95,1141,0.00026457,0.008363394,0.073873682,,,,
96,1148,0.00026457,0.008363394,0.073873682,,,,
97,1158,0.00026457,0.008363394,0.073873682,,,,
98,1176,0.00026457,0.008363394,0.073873682,,,,
99,1202,0.00026457,0.008363394,0.073873682,,,,
100,1230,0.00026457,0.008363394,0.073873682,,,,
101,1242,0.00026457,0.008363394,0.073873682,,,,
102,1334,0.00026457,0.008363394,0.073873682,,,,
103,1340,0.00026457,0.008363394,0.073873682,,,,
104,1377,0.00026457,0.008363394,0.073873682,,,,
105,1389,0.00026457,0.008363394,0.073873682,,,,
106,1414,0.00026457,0.008363394,0.073873682,,,,
107,1450,0.00026457,0.008363394,0.073873682,,,,
108,1523,0.00026457,0.008363394,0.073873682,,,,
109,1526,0.00026457,0.008363394,0.073873682,,,,
110,1537,0.00026457,0.008363394,0.073873682,,,,
111,1541,0.00026457,0.008363394,0.073873682,,,,
112,1551,0.00026457,0.008363394,0.073873682,,,,
113,1564,0.00026457,0.008363394,0.073873682,,,,
114,1592,0.00026457,0.008363394,0.073873682,,,,
115,1667,0.00026457,0.008363394,0.073873682,,,,
116,1721,0.00026457,0.008363394,0.073873682,,,,
117,1755,0.00026457,0.008363394,0.073873682,,,,
118,1760,0.00026457,0.008363394,0.073873682,,,,
119,1806,0.00026457,0.008363394,0.073873682,,,,
120,1823,0.00026457,0.008363394,0.073873682,,,,
121,1841,0.00026457,0.008363394,0.073873682,,,,
122,1848,0.00026457,0.008363394,0.073873682,,,,
