,agemid,low95,median,up95,,,,,
1,42,7.18E-05,0.002957976,0.026340792,,0.22,9.00,80.10,(%%month)
2,47,7.18E-05,0.002957976,0.026340792,,,,,
3,53,7.18E-05,0.002957976,0.026340792,,,,,
4,59,7.18E-05,0.002957976,0.026340792,,,,,
5,85,7.18E-05,0.002957976,0.026340792,,,,,
6,96,7.18E-05,0.002957976,0.026340792,,,,,
7,98,7.18E-05,0.002957976,0.026340792,,,,,
8,110,7.18E-05,0.002957976,0.026340792,,,,,
9,141,7.18E-05,0.002957976,0.026340792,,,,,
10,146,7.18E-05,0.002957976,0.026340792,,,,,
11,158,7.18E-05,0.002957976,0.026340792,,,,,
12,159,7.18E-05,0.002957976,0.026340792,,,,,
13,206,7.18E-05,0.002957976,0.026340792,,,,,
14,214,7.18E-05,0.002957976,0.026340792,,,,,
15,216,7.18E-05,0.002957976,0.026340792,,,,,
16,224,7.18E-05,0.002957976,0.026340792,,,,,
17,257,7.18E-05,0.002957976,0.026340792,,,,,
18,266,7.18E-05,0.002957976,0.026340792,,,,,
19,271,7.18E-05,0.002957976,0.026340792,,,,,
20,276,7.18E-05,0.002957976,0.026340792,,,,,
21,330,7.18E-05,0.002957976,0.026340792,,,,,
22,336,7.18E-05,0.002957976,0.026340792,,,,,
23,340,7.18E-05,0.002957976,0.026340792,,,,,
24,343,7.18E-05,0.002957976,0.026340792,,,,,
25,375,7.18E-05,0.002957976,0.026340792,,,,,
26,379,7.18E-05,0.002957976,0.026340792,,,,,
27,385,7.18E-05,0.002957976,0.026340792,,,,,
28,432,7.18E-05,0.002957976,0.026340792,,,,,
29,453,7.18E-05,0.002957976,0.026340792,,,,,
30,460,7.18E-05,0.002957976,0.026340792,,,,,
31,464,7.18E-05,0.002957976,0.026340792,,,,,
32,510,7.18E-05,0.002957976,0.026340792,,,,,
33,516,7.18E-05,0.002957976,0.026340792,,,,,
34,531,7.18E-05,0.002957976,0.026340792,,,,,
35,534,7.18E-05,0.002957976,0.026340792,,,,,
36,571,7.18E-05,0.002957976,0.026340792,,,,,
37,586,7.18E-05,0.002957976,0.026340792,,,,,
38,588,7.18E-05,0.002957976,0.026340792,,,,,
39,629,7.18E-05,0.002957976,0.026340792,,,,,
40,631,7.18E-05,0.002957976,0.026340792,,,,,
41,647,7.18E-05,0.002957976,0.026340792,,,,,
42,690,7.18E-05,0.002957976,0.026340792,,,,,
43,693,7.18E-05,0.002957976,0.026340792,,,,,
44,706,7.18E-05,0.002957976,0.026340792,,,,,
45,722,7.18E-05,0.002957976,0.026340792,,,,,
46,770,7.18E-05,0.002957976,0.026340792,,,,,
47,780,7.18E-05,0.002957976,0.026340792,,,,,
48,850,7.18E-05,0.002957976,0.026340792,,,,,
49,857,7.18E-05,0.002957976,0.026340792,,,,,
50,980,7.18E-05,0.002957976,0.026340792,,,,,
51,997,7.18E-05,0.002957976,0.026340792,,,,,
52,1014,7.18E-05,0.002957976,0.026340792,,,,,
53,1052,7.18E-05,0.002957976,0.026340792,,,,,
54,1134,7.18E-05,0.002957976,0.026340792,,,,,
55,1176,7.18E-05,0.002957976,0.026340792,,,,,
56,1188,7.18E-05,0.002957976,0.026340792,,,,,
57,1226,7.18E-05,0.002957976,0.026340792,,,,,
58,1348,7.18E-05,0.002957976,0.026340792,,,,,
59,1356,7.18E-05,0.002957976,0.026340792,,,,,
60,1377,7.18E-05,0.002957976,0.026340792,,,,,
61,1389,7.18E-05,0.002957976,0.026340792,,,,,
62,1519,7.18E-05,0.002957976,0.026340792,,,,,
63,1526,7.18E-05,0.002957976,0.026340792,,,,,
64,1564,7.18E-05,0.002957976,0.026340792,,,,,
65,1592,7.18E-05,0.002957976,0.026340792,,,,,
66,1676,7.18E-05,0.002957976,0.026340792,,,,,
67,1721,7.18E-05,0.002957976,0.026340792,,,,,
68,1755,7.18E-05,0.002957976,0.026340792,,,,,
69,1807,7.18E-05,0.002957976,0.026340792,,,,,
70,1833,7.18E-05,0.002957976,0.026340792,,,,,
71,1841,7.18E-05,0.002957976,0.026340792,,,,,
72,1848,7.18E-05,0.002957976,0.026340792,,,,,
