"","time","2.5%","50%","97.5%"
"1",42,0.0370001662666544,0.532572763068968,4.47235459315923
"2",47,0.0370001662666544,0.532572763068968,4.47235459315923
"3",53,0.0370001662666544,0.532572763068968,4.47235459315923
"4",59,0.0370001662666544,0.532572763068968,4.47235459315923
"5",85,0.0370001662666544,0.532572763068968,4.47235459315923
"6",96,0.0370001662666544,0.532572763068968,4.47235459315923
"7",97,0.0370001662666544,0.532572763068968,4.47235459315923
"8",109,0.0370001662666544,0.532572763068968,4.47235459315923
"9",140,0.0370001662666544,0.532572763068968,4.47235459315923
"10",146,0.0370001662666544,0.532572763068968,4.47235459315923
"11",157,0.0370001662666544,0.532572763068968,4.47235459315923
"12",159,0.0370001662666544,0.532572763068968,4.47235459315923
"13",205,0.0370001662666544,0.532572763068968,4.47235459315923
"14",214,0.0370001662666544,0.532572763068968,4.47235459315923
"15",216,0.0370001662666544,0.532572763068968,4.47235459315923
"16",224,0.0370001662666544,0.532572763068968,4.47235459315923
"17",256,0.0370001662666544,0.532572763068968,4.47235459315923
"18",266,0.0370001662666544,0.532572763068968,4.47235459315923
"19",271,0.0370001662666544,0.532572763068968,4.47235459315923
"20",276,0.0370001662666544,0.532572763068968,4.47235459315923
"21",328,0.0370001662666544,0.532572763068968,4.47235459315923
"22",336,0.0370001662666544,0.532572763068968,4.47235459315923
"23",338,0.0370001662666544,0.532572763068968,4.47235459315923
"24",340,0.0370001662666544,0.532572763068968,4.47235459315923
"25",364,0.0370001662666544,0.532572763068968,4.47235459315923
"26",374,0.0370001662666544,0.532572763068968,4.47235459315923
"27",375,0.0370001662666544,0.532572763068968,4.47235459315923
"28",382,0.0370001662666544,0.532572763068968,4.47235459315923
"29",432,0.0370001662666544,0.532572763068968,4.47235459315923
"30",444,0.0370001662666544,0.532572763068968,4.47235459315923
"31",453,0.0370001662666544,0.532572763068968,4.47235459315923
"32",464,0.0370001662666544,0.532572763068968,4.47235459315923
"33",510,0.0370001662666544,0.532572763068968,4.47235459315923
"34",513,0.0370001662666544,0.532572763068968,4.47235459315923
"35",528,0.0370001662666544,0.532572763068968,4.47235459315922
"36",565,0.0370001662666544,0.532572763068968,4.47235459315923
"37",580,0.0370001662666544,0.532572763068968,4.47235459315923
"38",581,0.0370001662666544,0.532572763068968,4.47235459315923
"39",587,0.0370001662666544,0.532572763068968,4.47235459315923
"40",628,0.0370001662666544,0.532572763068968,4.47235459315923
"41",629,0.0370001662666544,0.532572763068968,4.47235459315923
"42",639,0.0370001662666544,0.532572763068968,4.47235459315923
"43",644,0.0370001662666544,0.532572763068968,4.47235459315923
"44",680,0.0370001662666544,0.532572763068968,4.47235459315923
"45",686,0.0370001662666544,0.532572763068968,4.47235459315923
"46",699,0.0370001662666544,0.532572763068968,4.47235459315923
"47",715,0.0370001662666544,0.532572763068968,4.47235459315923
"48",768,0.0370001662666544,0.532572763068968,4.47235459315923
"49",780,0.0370001662666544,0.532572763068968,4.47235459315923
"50",786,0.0370001662666544,0.532572763068968,4.47235459315923
"51",850,0.0370001662666544,0.532572763068968,4.47235459315923
"52",980,0.0370001662666544,0.532572763068968,4.47235459315923
"53",997,0.0370001662666544,0.532572763068968,4.47235459315923
"54",1014,0.0370001662666544,0.532572763068968,4.47235459315923
"55",1052,0.0370001662666544,0.532572763068968,4.47235459315923
"56",1134,0.0370001662666544,0.532572763068968,4.47235459315923
"57",1176,0.0370001662666544,0.532572763068968,4.47235459315923
"58",1188,0.0370001662666544,0.532572763068968,4.47235459315923
"59",1226,0.0370001662666544,0.532572763068968,4.47235459315923
"60",1348,0.0370001662666544,0.532572763068968,4.47235459315923
"61",1356,0.0370001662666544,0.532572763068968,4.47235459315923
"62",1377,0.0370001662666544,0.532572763068968,4.47235459315923
"63",1389,0.0370001662666544,0.532572763068968,4.47235459315923
"64",1519,0.0370001662666544,0.532572763068968,4.47235459315923
"65",1526,0.0370001662666544,0.532572763068968,4.47235459315923
"66",1564,0.0370001662666544,0.532572763068968,4.47235459315923
"67",1592,0.0370001662666544,0.532572763068968,4.47235459315923
"68",1676,0.0370001662666544,0.532572763068968,4.47235459315923
"69",1721,0.0370001662666544,0.532572763068968,4.47235459315923
"70",1755,0.0370001662666544,0.532572763068968,4.47235459315923
"71",1806,0.0370001662666544,0.532572763068968,4.47235459315923
"72",1823,0.0370001662666544,0.532572763068968,4.47235459315923
"73",1841,0.0370001662666544,0.532572763068968,4.47235459315923
"74",1848,0.0370001662666544,0.532572763068968,4.47235459315923
