,agemid,low95,median,up95,,,,
1,42,0.000736534,0.008176503,0.071217747,,,,
2,47,0.000736534,0.008176503,0.071217747,,,,
3,53,0.000736534,0.008176503,0.071217747,,,,
4,59,0.000736534,0.008176503,0.071217747,,,,
5,85,0.000736534,0.008176503,0.071217747,,,,
6,96,0.000432073,0.003825533,0.033800483,,,,
7,98,0.000432073,0.003825533,0.033800483,,,,
8,110,0.000432073,0.003825533,0.033800483,,,,
9,141,0.000432073,0.003825533,0.033800483,,,,
10,146,0.000432073,0.003825533,0.033800483,,,,
11,158,0.000432073,0.003825533,0.033800483,,,,
12,159,0.000432073,0.003825533,0.033800483,,,,
13,206,0.000463982,0.003719852,0.022843166,,,,
14,214,0.000463982,0.003719852,0.022843166,,,,
15,216,0.000463982,0.003719852,0.022843166,,,,
16,224,0.000463982,0.003719852,0.022843166,,,,
17,257,0.000463982,0.003719852,0.022843166,,,,
18,266,0.000463982,0.003719852,0.022843166,,,,
19,271,0.000463982,0.003719852,0.022843166,,,,
20,276,0.00059734,0.005308047,0.057495735,,,,
21,330,0.00059734,0.005308047,0.057495735,,,,
22,336,0.00059734,0.005308047,0.057495735,,,,
23,340,0.00059734,0.005308047,0.057495735,,,,
24,343,0.00059734,0.005308047,0.057495735,,,,
25,375,0.00085963,0.00847806,0.071294861,,,,
26,379,0.00085963,0.00847806,0.071294861,,,,
27,385,0.00085963,0.00847806,0.071294861,,,,
28,432,0.00085963,0.00847806,0.071294861,,,,
29,453,0.00085963,0.00847806,0.071294861,,,,
30,460,0.000498138,0.004065344,0.034427773,,,,
31,464,0.000498138,0.004065344,0.034427773,,,,
32,510,0.000498138,0.004065344,0.034427773,,,,
33,516,0.000498138,0.004065344,0.034427773,,,,
34,531,0.000498138,0.004065344,0.034427773,,,,
35,534,0.000498138,0.004065344,0.034427773,,,,
36,571,0.00045046,0.003580225,0.022671598,,,,
37,586,0.00045046,0.003580225,0.022671598,,,,
38,588,0.00045046,0.003580225,0.022671598,,,,
39,629,0.00045046,0.003580225,0.022671598,,,,
40,631,0.00045046,0.003580225,0.022671598,,,,
41,647,0.00056802,0.005177409,0.057482972,,,,
42,690,0.00056802,0.005177409,0.057482972,,,,
43,693,0.00056802,0.005177409,0.057482972,,,,
44,706,0.00056802,0.005177409,0.057482972,,,,
45,722,0.00056802,0.005177409,0.057482972,,,,
46,770,0.000950734,0.008817491,0.071718245,,,,
47,780,0.000950734,0.008817491,0.071718245,,,,
48,850,0.000560213,0.004345136,0.034818628,,,,
49,857,0.000560213,0.004345136,0.034818628,,,,
50,980,0.000611466,0.004593531,0.024087647,,,,
51,997,0.000611466,0.004593531,0.024087647,,,,
52,1014,0.000726337,0.006191094,0.058869236,,,,
53,1052,0.000726337,0.006191094,0.058869236,,,,
54,1134,0.001994715,0.013254886,0.075505796,,,,
55,1176,0.001994715,0.013254886,0.075505796,,,,
56,1188,0.001069554,0.007417507,0.036983796,,,,
57,1226,0.001069554,0.007417507,0.036983796,,,,
58,1348,0.000827751,0.00592555,0.025592855,,,,
59,1356,0.000827751,0.00592555,0.025592855,,,,
60,1377,0.000980797,0.007998744,0.061532664,,,,
61,1389,0.000980797,0.007998744,0.061532664,,,,
62,1519,0.002462351,0.015684565,0.076213623,,,,
63,1526,0.002462351,0.015684565,0.076213623,,,,
64,1564,0.001282109,0.009350649,0.039612482,,,,
65,1592,0.001282109,0.009350649,0.039612482,,,,
66,1676,0.001255266,0.008201322,0.029633984,,,,
67,1721,0.001255266,0.008201322,0.029633984,,,,
68,1755,0.001303049,0.010988475,0.062473156,,,,
69,1807,0.001303049,0.010988475,0.062473156,,,,
70,1833,0.002299944,0.014454912,0.075548047,,,,
71,1841,0.002299944,0.014454912,0.075548047,,FOI due to contacts,,Age in years
72,1848,0.002299944,0.014454912,0.075548047,,0.007239226,,5.063013699
,,,,,,,,
,,,,,,,,
,,0.007215686,,,,,,
