,agemid,low95,median,up95,,,,,
1,42,0.000213609,0.001179471,0.00309418,,0.006495844,0.03586771,0.094094014,(prop exposed per month)
2,47,0.000213609,0.001179471,0.00309418,,,,,
3,53,0.000213609,0.001179471,0.00309418,,,,,
4,59,0.000213609,0.001179471,0.00309418,,,,,
5,85,0.000213609,0.001179471,0.00309418,,,,,
6,96,0.000213609,0.001179471,0.00309418,,,,,
7,97,0.000213609,0.001179471,0.00309418,,,,,
8,109,0.000213609,0.001179471,0.00309418,,,,,
9,140,0.000213609,0.001179471,0.00309418,,,,,
10,146,0.000213609,0.001179471,0.00309418,,,,,
11,157,0.000213609,0.001179471,0.00309418,,,,,
12,159,0.000213609,0.001179471,0.00309418,,,,,
13,205,0.000213609,0.001179471,0.00309418,,,,,
14,214,0.000213609,0.001179471,0.00309418,,,,,
15,216,0.000213609,0.001179471,0.00309418,,,,,
16,224,0.000213609,0.001179471,0.00309418,,,,,
17,256,0.000213609,0.001179471,0.00309418,,,,,
18,266,0.000213609,0.001179471,0.00309418,,,,,
19,271,0.000213609,0.001179471,0.00309418,,,,,
20,276,0.000213609,0.001179471,0.00309418,,,,,
21,328,0.000213609,0.001179471,0.00309418,,,,,
22,336,0.000213609,0.001179471,0.00309418,,,,,
23,338,0.000213609,0.001179471,0.00309418,,,,,
24,340,0.000213609,0.001179471,0.00309418,,,,,
25,364,0.000213609,0.001179471,0.00309418,,,,,
26,374,0.000213609,0.001179471,0.00309418,,,,,
27,375,0.000213609,0.001179471,0.00309418,,,,,
28,382,0.000213609,0.001179471,0.00309418,,,,,
29,432,0.000213609,0.001179471,0.00309418,,,,,
30,444,0.000213609,0.001179471,0.00309418,,,,,
31,453,0.000213609,0.001179471,0.00309418,,,,,
32,464,0.000213609,0.001179471,0.00309418,,,,,
33,510,0.000213609,0.001179471,0.00309418,,,,,
34,513,0.000213609,0.001179471,0.00309418,,,,,
35,528,0.000213609,0.001179471,0.00309418,,,,,
36,565,0.000213609,0.001179471,0.00309418,,,,,
37,580,0.000213609,0.001179471,0.00309418,,,,,
38,581,0.000213609,0.001179471,0.00309418,,,,,
39,587,0.000213609,0.001179471,0.00309418,,,,,
40,628,0.000213609,0.001179471,0.00309418,,,,,
41,629,0.000213609,0.001179471,0.00309418,,,,,
42,639,0.000213609,0.001179471,0.00309418,,,,,
43,644,0.000213609,0.001179471,0.00309418,,,,,
44,680,0.000213609,0.001179471,0.00309418,,,,,
45,686,0.000213609,0.001179471,0.00309418,,,,,
46,699,0.000213609,0.001179471,0.00309418,,,,,
47,715,0.000213609,0.001179471,0.00309418,,,,,
48,768,0.000213609,0.001179471,0.00309418,,,,,
49,780,0.000213609,0.001179471,0.00309418,,,,,
50,786,0.000213609,0.001179471,0.00309418,,,,,
51,850,0.000213609,0.001179471,0.00309418,,,,,
52,980,0.000213609,0.001179471,0.00309418,,,,,
53,997,0.000213609,0.001179471,0.00309418,,,,,
54,1014,0.000213609,0.001179471,0.00309418,,,,,
55,1052,0.000213609,0.001179471,0.00309418,,,,,
56,1134,0.000213609,0.001179471,0.00309418,,,,,
57,1176,0.000213609,0.001179471,0.00309418,,,,,
58,1188,0.000213609,0.001179471,0.00309418,,,,,
59,1226,0.000213609,0.001179471,0.00309418,,,,,
60,1348,0.000213609,0.001179471,0.00309418,,,,,
61,1356,0.000213609,0.001179471,0.00309418,,,,,
62,1377,0.000213609,0.001179471,0.00309418,,,,,
63,1389,0.000213609,0.001179471,0.00309418,,,,,
64,1519,0.000213609,0.001179471,0.00309418,,,,,
65,1526,0.000213609,0.001179471,0.00309418,,,,,
66,1564,0.000213609,0.001179471,0.00309418,,,,,
67,1592,0.000213609,0.001179471,0.00309418,,,,,
68,1676,0.000213609,0.001179471,0.00309418,,,,,
69,1721,0.000213609,0.001179471,0.00309418,,,,,
70,1755,0.000213609,0.001179471,0.00309418,,,,,
71,1806,0.000213609,0.001179471,0.00309418,,,,,
72,1823,0.000213609,0.001179471,0.00309418,,,,,
73,1841,0.000213609,0.001179471,0.00309418,,,,,
74,1848,0.000213609,0.001179471,0.00309418,,,,,
